,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,label
10,0.097668506,0.14913283,-0.15991884,0.18991621,-0.008774078,0.64452356,0.04442087,-0.29397446,0.0046462803,0.06211466,-0.43647972,0.25600067,-0.55316925,-0.0909956,-0.42726448,0.37548193,0.08006538,-0.09784667,-0.26948634,-1.503512,0.8163356,-1.0160084,1.1333159,-0.276781,0.22993131,0.032265734,-0.05235218,-1.1407816,-0.75157386,1.0999153
11,0.1651398,-0.17910957,0.76833534,-0.79400384,0.0490356,0.26678377,0.52203417,0.36306497,0.30782634,0.37153286,-0.47369286,0.2882765,-0.4026554,0.705829,0.06398836,0.46609455,-0.024010485,0.32436267,-0.010497246,-0.29251754,0.11440149,-0.62449634,-0.6360635,-0.13891593,0.34437713,-0.49209496,-0.18498386,-0.37748763,1.0523077,0.77024746
12,1.7760133,-0.26491135,0.40923843,0.07812691,1.5462223,-0.10716696,0.8309719,-0.4281261,0.6120576,1.0113662,0.12798482,0.30747962,-1.0959735,-0.6688109,-0.17936556,1.5843544,0.5148108,1.1414344,-1.8763558,0.70838916,-0.3964642,-0.55360395,-0.018192757,0.12103,0.23616627,-0.22805452,-0.03227386,1.7481375,-0.5156763,2.0118222
13,0.32330477,-0.76278245,-0.06837364,0.58870894,-0.13578883,-0.41019493,-0.5828163,1.017952,-0.12085487,-0.09898029,-0.3049376,-0.62067425,0.8956698,0.2784067,-0.10765949,-0.63390106,-0.7183427,-0.15266588,0.61080414,0.08002113,0.3716984,-0.20818205,-0.055080585,1.2321038,-0.68831444,-1.0374064,0.21950723,0.16679625,0.78398776,1.1687114
14,0.67619044,-0.31190854,-0.15512612,-0.0048122983,0.49817556,0.08792727,0.7492346,0.21847098,0.1668222,0.96743906,-0.56365997,0.44313732,-0.37198502,0.2557841,0.5725483,0.62492996,0.40947068,1.5405905,-0.13425694,-0.30545604,0.13222258,-0.030358119,0.63326454,-0.87056684,0.26275328,0.8951251,-0.5993804,-1.2178575,0.77934605,1.279522
15,-0.9728402,0.07369514,0.78396034,-0.24498762,0.36219513,0.20098922,-0.25576383,0.012816177,0.3515282,-0.42628592,-0.2679552,0.30832788,1.4547763,0.53313214,-0.14860065,0.2654566,0.10711122,0.37024236,0.025923124,0.8126899,-1.2199326,0.8920886,0.08782577,-0.17197427,0.30487028,-0.5073274,-1.1636419,0.12024733,0.3748136,1.4215573
16,0.8033515,-0.7855865,0.49095118,-0.4197295,0.60224646,0.24753048,0.76710016,0.011859582,0.18610777,0.7995439,-1.1199601,0.7931383,1.0268984,0.6020639,0.754858,1.176738,1.1050514,1.4744582,-0.711192,-0.71025616,0.12321783,-0.1469788,-0.13932225,-0.54326,0.19552758,-0.3880886,-0.8012624,-0.8532372,0.6170985,1.0603778
17,-0.35301414,0.21009071,-0.46372926,0.38633788,-0.88426226,0.14274494,-0.035013355,0.36969697,-0.14211474,-0.76468116,0.07409463,-0.034441173,-0.038613044,-0.77673143,-0.10876344,-0.15292376,-0.45988807,-0.52621275,-0.890606,-0.99880624,1.1236151,-0.9292879,0.6758829,-0.47998068,1.213711,-1.6763474,0.94150436,1.8154762,0.24974664,0.8024127
18,0.29182014,0.23876129,-0.44414327,1.528249,0.41767296,0.39819026,-0.19084886,-0.6234769,-0.35920408,0.17789301,0.19723968,0.036305815,-0.88978136,-0.919431,0.42457312,0.7442099,0.14024322,0.51557946,-0.9817243,-0.22699279,0.4755988,-0.8293944,1.1650126,-0.5903112,0.21449502,0.21130647,1.2275457,0.039404724,-1.5076865,1.1623871
19,0.031553347,0.6305357,-0.6277942,0.9214002,0.20034435,-0.71629506,-0.7833545,-0.1925254,-0.6607405,-0.56762874,1.03568,-0.77230054,-1.2880147,-1.669816,-0.47654855,-0.26189855,-0.34352252,-0.40102994,-0.7365839,-0.47605425,0.5828932,-0.8835673,0.0586161,-0.36971736,0.44839308,0.84813154,1.056408,-0.014115209,-1.9541762,0.8411242
20,-0.29491997,0.6623474,-1.3272544,0.820949,0.23474874,-0.66412,-0.58584464,0.2613613,0.037993632,-0.40280384,1.2781018,-0.48399177,0.7741351,-1.4572172,1.1227558,0.15696159,-0.3303132,-0.27524197,-0.5670172,0.31031245,-0.4305224,0.24798073,0.2985086,-0.95702446,1.2820365,0.6338317,0.6736244,0.9981842,-0.64037216,1.6759042
21,0.48356563,-0.86268854,0.96499914,0.044659592,0.9169206,0.96252126,1.2501001,-0.6217796,0.39961228,1.6976681,-0.5112638,1.6874446,-0.4910692,0.6619789,1.6938003,1.55459,0.9665444,1.078321,-0.8165754,-0.7422083,-0.42039093,0.022733964,0.98563033,-0.57897353,-0.98769474,-0.2407439,0.49790922,-0.56684786,-0.26323086,1.2428694
22,-1.1989852,0.33076513,-0.72337306,0.7175938,-0.6304144,-0.7021353,-0.4149601,0.65327173,-0.83650625,-0.4812389,0.5430582,-0.65858334,0.35778338,-0.40419865,0.5710892,-0.5800114,-0.82261163,-1.1807485,0.45679498,-0.08127512,0.020213217,0.17333646,-0.16590704,1.0591342,-0.07098552,-1.6736791,-0.92862636,0.0051206886,1.9953603,1.2696038
23,-0.31124595,0.39525545,-0.44904473,0.5973041,0.13157418,0.28817746,-0.2519967,0.09883325,-0.5420522,-0.57867426,-0.17725793,-0.35755095,2.1528127,-0.5452824,0.9870068,-0.7294766,0.2789359,0.14907433,0.81693685,-0.24260077,0.09102587,0.79722166,0.7353359,-0.11373904,0.31979093,0.8340622,-0.59367406,-0.6844785,0.81759113,1.5325239
24,-0.27849314,1.3941548,-1.8466433,1.5277123,-0.5995041,-1.8086022,-1.0324949,1.14806,-1.4801574,-1.7459453,0.77502465,-1.1034725,-0.20624807,-1.8244568,0.6876653,-1.1184512,-1.3336983,-1.1753094,0.3942806,0.062142633,-0.19227003,-0.048412494,0.14758666,0.29288352,0.6598826,-0.76644105,0.289979,-0.053621475,-0.03385175,1.0688503
25,0.38423073,-0.033490963,1.2688814,-0.22106631,0.84549856,0.17306595,0.8290772,0.17823647,-0.7565715,0.42138284,-0.15106139,0.40275863,-0.24593718,-1.0180863,1.3472149,0.8089387,0.30609933,0.23072343,-0.03101911,-0.027590403,-0.1384747,0.2936903,-0.078638695,0.47508654,-0.52619106,-0.40438902,-0.25294992,0.49477562,0.5399674,1.4645982
26,1.2335316,-0.64586645,0.26398984,-0.2547361,0.44697046,0.3519914,0.5131825,-0.0114565035,0.54534787,0.7303581,-0.75712633,0.86132807,0.30018446,-0.17501025,0.44826618,0.4981197,0.8890447,1.0069681,-0.2418867,-0.18471949,0.011031253,-0.19614731,-0.1988305,0.5319122,-0.25337115,-0.24833792,-0.22421485,0.16035275,0.35565135,1.1654772
27,-0.65029085,0.61308235,-0.75080806,0.68978727,-0.14389038,-1.2083467,-0.75853986,0.4200085,-0.4548317,-0.91609156,1.0490566,-1.0005939,0.047214486,-0.5974849,0.20225708,-0.7201142,-0.70440954,-0.27668744,0.36578035,0.5417838,-0.42138895,0.30900854,-0.55841476,0.1839275,0.6070016,0.5821412,-0.03702722,-0.1213876,-0.6193376,0.5164847
28,-0.66152465,0.1053987,-0.53884566,0.5813661,-0.2208014,-0.8497664,-0.9247152,0.7060326,-0.24810906,-0.33106977,0.6617351,-1.1013737,-0.39204994,-0.76254505,-1.1683723,-0.9260643,-0.7552276,-0.4289378,0.42627007,-0.33237445,0.3343027,-0.3904412,0.013036347,0.23027238,0.4475589,-0.3708333,0.15932728,-0.22306387,-0.5351817,0.6755938
29,-1.0315111,0.59644204,-1.4685615,1.1644979,-0.35850474,-0.2873432,-1.1862736,0.57532334,-1.268184,-0.3301375,0.96298677,-0.00055265345,0.6218013,-1.0521891,-0.027902056,-0.529453,-0.963975,-1.0258644,0.8222126,-0.50223947,-0.090016134,0.2242242,0.5604804,-0.38097915,-0.5129593,1.251237,0.6123748,-1.9952056,-0.067926556,1.1993322
30,0.031888526,0.34074432,-0.31584826,0.29768908,-0.39501873,-0.66129786,-0.20147792,1.2531312,0.13774373,-0.5197876,0.7709494,-0.92633384,0.53244066,-0.46007362,-0.31987998,-0.62892395,-1.0867555,-0.4883963,0.50451493,0.0071489494,0.5715942,-0.16906394,-0.6852798,1.0450038,0.4971331,-0.59588873,-0.1440122,0.6951949,0.03991852,1.0580896
31,-1.354554,0.5239482,-0.0018294248,0.7245354,-0.2882608,-0.32238713,-1.2861758,0.0698394,-1.2153993,-0.94439095,0.6039532,-1.425688,-0.4511278,-1.0744148,0.24832128,-1.4629587,-1.2504978,-1.2211878,1.4760978,-0.31250176,0.44303283,-0.033837005,0.3426576,0.9276066,-0.81449854,-0.27591,-0.05405474,-0.06723239,0.74873817,0.69154274
32,-0.20845051,0.23045681,-0.7672579,-0.088657595,-0.05008816,-0.79379696,-0.046395488,-0.14145024,0.028225387,-0.35595447,0.613074,0.26745746,-0.8593196,-0.6283069,0.66951245,-0.06348323,0.08040515,-0.0046186214,-0.3329388,-0.22567964,0.22674584,-0.8148193,0.7942727,-0.7632871,0.609017,0.11503109,0.8955628,0.15035631,-0.030524379,0.76442665
33,0.6333554,0.05564888,0.49420074,0.036444187,0.39318788,0.40635264,0.10808229,-0.050783828,-0.27993557,-0.45127833,-0.11330713,-0.09611201,-0.24040712,-0.67272085,-0.39887995,-0.36902517,-0.20006649,0.19614603,0.44789833,0.08065932,0.48653695,-0.26647738,0.47008187,0.37251276,-0.41310927,0.405351,-0.08220446,0.049910754,0.29103127,1.1931659
34,0.8086154,-0.70494366,0.9200865,-0.48390228,1.1052213,0.71051913,-0.02320627,0.10862337,0.13939087,1.0283127,-1.5493094,1.4796234,0.074196555,0.5596564,0.023288678,1.0773158,1.4400887,1.3512424,-0.44844595,-1.191751,-0.015754014,-0.27163637,0.29742002,-0.5168638,0.28716573,0.32224375,-0.5875147,-1.3215023,0.37109613,0.8089831
35,0.5188542,-0.17960548,0.41793376,0.37328365,0.6592435,0.003878723,0.016985992,-0.3506403,0.41196465,0.2748229,-0.18687922,0.041138947,-1.081897,-0.18462107,0.53757906,0.24182196,0.38394868,0.24396072,-0.56815886,-0.3906618,0.7203204,-1.1849213,0.19463052,0.06147192,1.078172,0.3329388,0.4818353,0.9188837,-0.5364479,1.1420051
36,-0.08311725,-0.136398,-0.23262241,0.15848713,-0.4379154,-0.3390211,-0.5594184,1.0392096,0.9560915,-0.5273651,-0.35224742,0.09016153,-0.20067084,0.60934407,-1.3476453,-0.14678824,-0.56104904,-0.6040802,-0.447139,-0.99938416,0.86480945,-0.6765859,-0.027302422,-0.043569062,0.13110821,-1.5725633,0.10959312,-0.19609632,-0.2846844,0.9227954
37,-1.4110199,0.37642062,-1.553522,1.4976182,-1.4228175,-0.2655596,-0.91382116,0.36802644,-1.144381,-1.811112,1.1235889,-1.7198387,1.0950782,-0.70918065,0.007820889,-1.8708239,-1.8010236,-1.0996538,1.8939168,0.06412766,0.8278268,0.26292354,0.37683704,1.3820138,-0.6949982,-0.3010622,-0.024256665,-0.51258546,1.1705474,0.9047559
38,0.7731802,0.15511061,-0.2704132,-0.011350475,0.08560868,-0.83943915,-0.1596006,0.23628299,0.25441098,-0.61291575,-0.6432547,0.11168358,-0.030256514,-0.33122206,0.34983054,0.6142823,0.43471238,0.7041272,-0.52020633,0.07614302,-0.14241253,-0.5416065,-0.52921057,0.21459845,-0.14889574,-0.05178892,-0.41487882,-0.33955264,-0.17224942,0.94592345
39,0.656903,-0.17773686,0.44359577,-0.518342,0.39496872,0.08776579,-0.070212536,0.32031453,0.9611472,0.15913357,0.31186548,0.11960098,-0.7404653,-0.60040575,-1.6655903,0.13135263,0.042067003,0.7890596,-0.5589138,-0.4550616,0.40965936,-0.7370389,-0.43312094,0.30268562,0.5640702,0.021029033,-0.20871332,0.5904352,-1.2181808,0.9212474
40,0.42453775,-0.09478001,0.097746916,0.34672582,0.5538532,-0.22408508,0.19837715,-0.053712144,-0.1250711,-0.08543395,0.03900555,-0.00020974793,-0.48040318,-0.10677195,0.7491059,0.13202241,0.044553377,-0.30995187,0.067539036,-0.63632584,0.55590355,-0.7673722,-0.07973769,0.09362054,0.27753896,0.058024697,0.8978974,0.06132483,0.48844576,0.76057637
41,0.8201983,-0.25250494,0.833377,-0.30338654,1.4131755,0.21814978,0.62134975,-0.6811247,0.39230767,0.62715507,-0.99735135,0.39816853,-0.06977225,0.005708877,0.78369474,0.7578301,0.68278474,0.101384275,-0.443853,-0.28354248,0.2479811,0.19431578,1.0830325,0.7434645,0.1357039,-0.4959457,-0.4368781,1.0859141,0.18497373,1.7286739
42,1.6412474,-0.038728267,0.16299607,-0.06550341,0.84323865,-0.85054225,1.121086,-0.6299849,0.56439877,0.33105183,-0.22920898,0.69884855,-1.9956152,-0.3684163,0.22073804,1.3989894,0.954524,1.2358499,-1.339981,0.1892876,-0.22272936,-0.18834813,0.26731864,-0.31771842,0.6285981,-0.26388767,-0.42260468,0.30183354,-1.0653579,1.5283395
43,-0.01840461,-0.29117137,0.18072641,0.06681058,-0.15741347,-0.046533372,0.22284086,0.7601921,-0.053382326,-0.15663196,-0.020413531,0.006454588,0.25055453,0.152057,0.044312548,-0.20950392,-0.6623683,-0.2919447,0.6594697,-0.1958567,0.0077004638,0.19022955,-0.52170914,0.80485815,-0.15348904,-0.22656912,-0.39879388,-0.30193403,1.1722952,0.7216446
44,1.567423,0.19073547,1.1597763,-0.41287595,1.2202348,1.4407191,1.1052793,-0.51909655,0.6580847,0.9916337,-0.97610664,1.8089895,-1.1786795,0.1032768,-0.8499355,1.4093778,2.2377272,1.4631282,-1.6063303,-0.46746257,-0.6820813,-0.49796942,0.082777016,0.18256143,0.14693242,-0.026862018,-0.6454466,0.12228734,-1.2488865,1.7153893
45,0.9895984,-0.9432209,0.4803093,-0.024751417,1.1251905,0.77646625,0.55385894,-0.7515565,0.49713287,1.2491305,-0.6599564,1.4044063,-0.6719686,0.3272691,0.24840327,1.7132903,2.0967908,1.4356527,-1.6863967,-1.0898298,-0.02001617,-0.37619138,-0.076202765,0.94829464,-0.79265046,0.8598849,-0.51131326,-1.0922611,-1.0950512,1.7256296
46,-0.33920172,0.65755,-0.83348846,0.51369214,-0.38463885,-0.23645066,-0.16861632,0.32471877,-0.74006563,-0.5984528,0.33926192,-0.13748848,0.39415547,-0.31176168,0.26830807,0.031295046,-0.22261687,-0.5430861,-0.1388816,0.4056919,-0.21683973,-0.07631945,-0.4479986,0.39104354,-0.6339785,-0.6023858,0.28476566,-0.29199207,0.7452027,0.7704288
47,0.5031028,-0.052329004,-0.18233795,0.33407006,0.50600296,-0.08206143,0.01936529,-0.13953157,0.3009629,-0.13123396,0.96818966,-0.71207935,0.09581312,-0.7802964,-0.22458683,-0.16340306,-0.27729446,0.31325108,-0.088833235,0.22890595,0.37970302,-0.6907213,-0.038867056,-0.52666545,0.45078662,0.6732062,0.2843399,1.2297502,-0.32170355,1.4926505
48,1.0145475,-0.08082814,0.67701733,-1.1316257,0.7773058,-0.6826186,1.1197034,0.5517145,0.25376606,0.8173466,-0.96931726,1.16111,-0.6600988,0.43513688,-0.5782469,1.5255938,1.0126939,0.7372711,-1.4636079,0.25521192,-0.645582,-0.71145,-1.0221627,-0.41719782,0.9077535,-0.5800571,-0.6579157,0.1799359,0.51470906,1.3642645
49,1.0353338,-0.057659626,0.45618075,-0.007355776,0.6754505,0.116985105,0.48648673,-0.54565746,0.8520248,0.1092706,-0.6661147,1.0006914,-0.6439933,-0.21002077,0.5036434,1.1571584,0.8536189,0.98910385,-1.1598539,-0.5187359,0.44320184,-0.80773413,0.8491618,-0.19049513,0.8167593,-0.37598228,0.19811006,1.4002864,-0.5556554,1.3311498
50,-0.5406078,-0.17262542,-1.1397927,1.5536662,-0.86490417,-0.881869,-0.60413533,0.3275513,-0.6525519,-0.972244,1.1539775,-1.3360807,-0.3806383,-1.2000927,-0.41675904,-1.6326416,-1.0970725,-0.5932962,1.0104641,0.13622552,0.34117928,0.041705806,0.6524591,-0.1360772,0.36054155,0.36410505,1.3393501,-0.43866357,-0.69952685,0.6527506
51,-0.61671257,0.45469588,-0.4623308,0.37830362,-0.59161764,0.110740714,-0.6804163,0.17091052,-0.160714,-0.9591545,0.43224052,-0.70093125,-0.47065687,-0.93818414,-1.9919763,-0.2542672,-0.46474794,-0.9501533,-1.0923715,-0.5296627,0.7293746,-1.006875,0.08691276,-0.53775275,0.009742416,-0.87561536,0.56010413,-0.023361167,-0.6316998,0.8693884
52,1.0319535,-1.1279091,1.239565,-0.5560785,1.2741672,0.41945407,1.3743047,-0.74847454,0.8496776,0.8827243,-0.71655023,1.1559681,-1.6705284,1.1000433,-0.031835288,1.140513,1.0221419,1.0963888,-0.83873814,-0.0811307,0.118166976,-0.43030387,0.2811267,1.6383305,-1.1597792,-1.0436084,-0.098608986,0.40766698,0.3110975,1.0537152
53,-1.6405622,1.2145249,-1.1491272,1.173428,-0.9929779,-0.91938347,-0.91310996,1.8082342,-0.95866215,-1.6367489,1.862709,-1.357348,0.5877426,-0.51201355,-0.8936052,-1.4852667,-2.0067391,-1.74653,1.1943793,-0.6446604,0.74271566,-0.31897804,-1.2973809,0.16095093,0.42940792,-0.28548807,0.27619115,-1.6615875,0.4163863,1.3316796
54,-0.08891677,0.3768806,-0.8309704,1.367182,0.25670043,-0.19248895,-0.0517416,-0.21086295,-1.4491158,0.00830663,1.0702019,0.31108037,-0.66554564,-1.621759,1.061167,0.5982404,0.32681236,0.05568122,-0.42903954,-0.68802714,-0.3094077,-0.110878296,0.1292445,-0.81751764,-0.67223996,0.70149004,1.0166717,-1.7526827,-0.65884584,1.3030715
55,0.034409296,0.5976685,0.1250428,0.063773915,0.3700374,0.023127262,-0.2782179,0.020799683,-0.06686305,-0.51469505,1.1420839,-0.26595333,-1.1872473,-1.2501252,-0.712441,-0.63063943,0.08256325,-0.08470621,-0.03383832,-0.59614766,0.8806742,-0.8730001,0.06327493,0.37966543,0.026233722,-0.27395505,0.44567475,1.3173475,-0.21012111,0.69870436
56,-0.37351462,0.3058228,-1.1301048,0.9561671,-0.67871916,-0.6207354,-0.4166017,0.34221485,-0.5380269,-0.4892921,1.1481284,-0.49920204,-0.009191088,-0.9112707,-0.4245887,-0.5111172,-0.79686624,-0.107067294,0.2174131,0.50390464,0.30268437,-0.49124038,0.49847504,-0.69634944,-0.3851206,0.72206396,1.0269973,-0.37888435,0.27787772,0.9809375
57,0.13114986,-0.15430728,0.549567,-0.11842115,0.4558855,0.97228825,0.86476856,-0.58548474,0.4720973,0.67961997,-0.84563136,1.0685153,-0.17631714,1.1344143,0.11990124,0.998473,0.2782314,0.024272898,-0.3223332,0.026483083,-0.18013376,-0.0402217,-0.252715,0.20991042,-0.4256664,-0.6533389,-0.5105147,-0.27850097,0.6388835,1.0814519
58,1.360346,-0.5065752,0.5749951,-0.5314573,0.98648274,-0.7785534,1.1846439,-0.08573486,0.8620632,1.2159466,-0.80711406,1.3865615,-0.6776425,0.5329108,0.68685776,1.8394623,1.5442313,1.0704029,-1.6259854,0.39592645,-0.52273846,-0.22564198,-0.82075614,-0.106631845,0.7404862,-0.8161077,-0.7080646,0.76378095,-0.21756716,0.99784994
59,0.8888897,-1.0150887,1.2851312,-0.6888703,1.2848612,1.0514263,1.1259601,-1.0213153,0.8727856,1.3988816,-1.16138,1.3740315,-0.6329918,0.61941713,0.41433963,1.4567407,1.3898727,1.8395171,-0.7905069,-0.2770546,-0.38594106,-0.07760179,0.45803198,-0.37559465,-0.18285948,0.022340752,-0.15363096,-0.39519653,-0.3559023,1.1106462
60,-0.18001409,-0.3388971,-0.34776816,0.69326514,0.408068,-0.4790923,-0.15820718,-0.5855443,-0.5191156,-0.07527594,0.57285863,-0.5651459,-0.64775044,-0.60183793,-0.4154649,0.049782578,0.002792922,0.20247689,-0.21999691,-0.02494055,-0.5530947,0.40710577,0.39463428,0.1176748,-0.17104651,0.3206261,0.19675888,-0.7414206,-0.95705706,0.5640139
61,-0.08439887,0.13949619,0.08530096,0.028923929,0.7653238,0.38802534,0.06317383,-0.15992166,-0.41619253,0.13847494,0.09033337,0.9517916,0.6027925,-0.38002086,0.38207492,0.5296065,0.17891982,-0.37417984,-0.5274023,0.12218612,-0.43744615,0.2629126,-0.032908373,-0.16709426,0.03397037,0.8935242,0.51554716,0.26839828,-0.069314204,1.3956919
62,-1.5536305,1.2648787,-0.6463941,1.2264116,-1.7564716,-0.52147317,-0.62040836,0.97000444,-1.5045149,-1.9381174,1.4010268,-1.4795194,0.22336729,-1.1977344,1.410745,-1.4905397,-1.6652579,-1.4273227,1.4458216,-0.14590448,0.8475552,-0.41381177,-0.8292834,1.2218179,-1.1352353,-1.2874639,0.21455263,-0.58421534,1.6182717,1.0242976
63,0.4537092,-0.16072157,0.5445218,-0.8660117,0.06713179,0.614909,0.29879105,0.102785215,0.8322935,0.5869949,-0.8003903,1.0596085,0.46925122,0.7801854,0.34589264,0.71664965,0.7585224,0.8288097,0.13393822,-0.7338207,0.37709963,-0.21141051,-0.54273194,0.28957507,0.13136469,0.45728987,-0.63281345,-0.79366225,0.37665653,0.83813184
64,0.4850741,-0.17594509,-0.0092124585,0.52702916,0.44780293,0.056645904,-0.011119356,-0.20973022,0.22166802,0.08008635,0.5107402,-0.07701261,-0.8137617,-0.30730602,0.2542639,0.013152415,-0.15609202,0.22932294,0.15172863,0.09682001,0.13216177,-0.7508763,-0.01606663,0.21172848,-0.966488,0.12011223,1.0188352,0.08481737,0.04119913,1.1493499
65,-0.57704115,0.27605373,0.18758778,0.16359495,0.27525476,-0.4413794,0.02634173,-0.3435788,-0.6829781,0.020384073,0.15371567,0.18004566,0.21056405,-0.5485992,1.0368809,0.70885456,0.13528301,-0.0024683687,-0.1987598,-0.4903278,-0.37805188,0.21333903,0.3764652,-0.8783419,0.6580992,-0.006680243,0.6007209,-0.5070016,-0.39874923,1.0990565
66,-0.029257607,-0.0778887,-0.46825308,0.70980775,-0.07451802,-0.4420671,-0.17023781,-0.5200867,-0.6729767,0.068031706,0.1656644,0.046878308,-0.63213986,-0.5255884,0.6891232,-0.0038610455,-0.38428625,-0.34618384,0.106362365,0.23633158,0.33265832,-0.013588653,1.2424769,0.2686487,-0.7391914,-0.07678201,0.27675924,0.3299491,0.7446469,0.9556112
67,1.3663532,-0.08770808,0.08582477,-0.9361308,0.047191974,0.64783734,1.2109991,0.1448236,0.84116673,0.21429901,-0.80604523,0.9804469,0.17855021,0.54324275,-0.1271798,1.3150257,-0.049230777,0.30265722,-0.93816185,-0.83232933,0.60491776,-0.85457206,0.34922862,-0.44544685,0.8776986,-0.85029715,0.08987233,0.7050686,0.02791656,1.2192075
68,0.19653712,-0.50929093,1.3557471,-0.22994782,0.5683568,0.59338015,0.08425575,0.39951426,-0.20486812,-0.0035354719,-0.385519,0.19790527,0.6761714,0.023943875,1.0759339,0.02858643,0.016825402,-0.48355243,-0.16602004,0.41762725,-0.109071545,0.45895156,-0.6684195,0.5654144,0.07976764,0.31516746,0.23732878,0.724965,0.052441917,1.3464524
69,1.0673137,-0.40078986,0.042586066,-0.44439834,-0.039803147,0.61262846,0.58268136,-0.24512781,1.026413,0.30335307,-1.5710353,1.3029817,-0.29133755,0.7477722,0.2579865,0.81066936,0.6169573,0.609873,-0.8440833,-0.6167483,0.31410202,-0.7284641,0.7441425,0.35055575,0.008961495,-1.4054049,-0.11704756,0.15449665,0.41942197,0.7882853
